Age,Gender,Department,JobRole,Education,EducationLevel,MonthlyIncome,DailyRate,HourlyRate,PercentSalaryHike,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,JobSatisfaction,EnvironmentSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,OverTime,BusinessTravel,MaritalStatus,NumCompaniesWorked,TrainingTimesLastYear,StockOptionLevel,DistanceFromHome,Attrition
27,Male,Finance,Manager,PhD,1,3841,495,97,7,0,1,1,2,1,1,2,1,1,3,No,Non-Travel,Divorced,1,6,3,2,No
35,Female,IT,Manager,Bachelor,3,1868,827,25,19,16,3,4,1,1,4,2,3,3,3,No,Travel_Frequently,Divorced,2,3,1,18,No
39,Female,HR,Specialist,PhD,2,3313,183,81,2,0,2,4,0,1,3,4,2,1,3,No,Non-Travel,Divorced,2,3,2,1,Yes
49,Female,IT,Director,Master,1,5206,1136,21,11,10,20,2,0,3,4,2,3,2,3,No,Travel_Frequently,Single,2,5,0,4,No
44,Male,R&D,Manager,High School,2,2137,792,37,19,24,2,3,2,2,3,1,2,3,3,Yes,Travel_Rarely,Single,0,2,1,2,No
56,Male,R&D,Director,Bachelor,4,8145,592,75,15,2,0,0,1,3,4,2,4,4,4,No,Travel_Frequently,Married,2,4,1,7,No
27,Male,HR,Director,Master,3,1816,1391,85,13,10,0,1,0,3,4,1,1,1,4,No,Travel_Rarely,Single,5,4,0,10,Yes
43,Male,Sales,Specialist,Bachelor,3,4890,1243,48,15,0,4,3,0,1,1,3,1,1,3,No,Non-Travel,Single,2,4,0,2,No
36,Male,Finance,Senior,Bachelor,2,3686,1069,33,20,9,4,0,0,1,1,4,4,4,4,No,Non-Travel,Married,2,5,1,5,No
56,Female,IT,Senior,High School,4,5415,452,72,16,1,2,0,3,1,3,3,2,1,3,No,Non-Travel,Single,2,4,2,3,No
26,Female,R&D,Analyst,Master,1,1705,1180,23,10,13,2,5,0,1,3,3,1,1,3,No,Travel_Frequently,Married,2,6,0,1,No
26,Male,Sales,Specialist,PhD,1,9447,139,62,16,3,0,3,1,12,1,2,3,1,3,No,Travel_Rarely,Divorced,2,3,1,1,No
29,Male,HR,Analyst,Bachelor,3,2726,1459,96,18,6,3,0,1,5,4,2,2,3,3,No,Travel_Rarely,Married,4,0,0,3,No
18,Male,Operations,Analyst,Bachelor,2,4181,739,55,21,9,3,3,1,0,3,2,1,3,3,No,Non-Travel,Married,4,2,0,1,No
29,Male,Marketing,Senior,PhD,2,6137,272,62,0,1,0,4,4,0,2,3,3,2,3,No,Non-Travel,Married,3,5,1,8,Yes
27,Female,Operations,Specialist,Master,1,2203,358,59,11,13,0,1,4,0,2,4,3,1,3,Yes,Travel_Rarely,Divorced,2,1,0,1,Yes
36,Male,Operations,Senior,Bachelor,4,4504,616,39,14,3,0,0,1,0,2,4,1,2,3,Yes,Travel_Frequently,Divorced,1,2,1,1,No
38,Male,R&D,Analyst,Bachelor,4,2026,829,92,17,10,0,8,0,0,3,3,4,3,4,Yes,Non-Travel,Divorced,1,6,0,2,No
53,Male,HR,Specialist,Bachelor,1,5993,622,39,22,1,4,1,1,2,1,4,4,1,3,No,Travel_Frequently,Married,2,2,1,1,Yes
44,Male,IT,Analyst,Master,1,2038,938,33,13,11,1,0,1,5,1,3,1,2,3,No,Non-Travel,Married,3,5,1,3,No
29,Female,Operations,Engineer,Master,2,3038,216,53,0,1,1,2,1,4,1,3,3,1,3,No,Non-Travel,Married,2,4,3,2,Yes
26,Male,Operations,Director,PhD,4,3473,283,93,12,5,0,4,2,0,3,4,4,1,3,No,Travel_Frequently,Married,2,2,0,6,No
39,Male,Finance,Specialist,Master,1,4412,1239,94,14,2,15,0,0,1,3,1,4,4,3,No,Travel_Frequently,Married,2,2,2,15,No
21,Female,R&D,Specialist,Master,1,7976,261,41,6,13,9,0,2,2,2,1,4,2,3,No,Travel_Frequently,Married,4,1,0,7,No
53,Female,R&D,Director,High School,3,2378,642,88,14,3,1,0,0,4,3,2,2,3,3,No,Travel_Frequently,Married,4,0,1,1,Yes
46,Female,IT,Analyst,PhD,1,5267,1360,77,19,21,1,14,2,5,2,4,4,2,3,Yes,Travel_Rarely,Single,4,2,1,13,No
30,Male,Marketing,Engineer,Bachelor,1,7983,938,82,9,22,1,0,0,7,2,2,1,2,3,Yes,Travel_Rarely,Divorced,4,3,0,2,Yes
18,Male,Sales,Junior,Master,4,3238,1189,33,13,2,3,2,2,2,1,3,1,2,3,Yes,Non-Travel,Single,1,3,1,3,Yes
48,Female,Finance,Director,Bachelor,2,2264,1193,42,5,9,0,7,0,3,3,1,2,4,3,Yes,Non-Travel,Divorced,1,2,0,2,No
33,Female,R&D,Senior,Bachelor,4,1255,546,99,13,0,5,0,1,0,1,4,2,1,4,Yes,Non-Travel,Married,0,3,0,1,Yes
47,Female,Finance,Analyst,High School,2,7643,515,92,23,4,3,10,2,2,1,4,1,3,3,No,Travel_Rarely,Single,1,2,0,11,No
19,Female,R&D,Director,Master,3,2638,631,47,24,12,11,8,0,0,3,4,2,4,3,Yes,Travel_Frequently,Married,2,5,2,2,Yes
29,Female,Finance,Director,PhD,1,1806,540,24,21,10,0,6,3,1,3,1,4,3,4,Yes,Non-Travel,Single,4,2,2,4,Yes
35,Female,HR,Specialist,Master,3,1511,837,97,11,9,8,0,1,3,4,2,3,4,3,Yes,Travel_Rarely,Single,2,3,0,1,No
35,Male,Operations,Senior,Bachelor,2,1805,563,44,10,3,7,3,1,0,2,1,3,1,3,No,Non-Travel,Married,2,1,1,7,Yes
30,Male,R&D,Senior,PhD,4,4721,495,36,24,4,0,4,0,0,4,2,3,3,4,No,Travel_Rarely,Single,4,4,0,7,No
41,Male,Finance,Senior,Master,4,5059,810,17,19,1,2,12,1,0,2,3,1,2,3,No,Travel_Frequently,Single,1,0,0,1,No
24,Female,Sales,Director,Bachelor,3,4130,494,96,21,12,0,0,1,0,2,3,2,4,3,Yes,Travel_Rarely,Divorced,1,1,2,5,Yes
33,Female,HR,Junior,Bachelor,2,3184,425,89,23,7,1,4,1,0,2,2,3,3,4,No,Travel_Frequently,Married,3,6,1,6,No
36,Female,HR,Manager,High School,3,1599,1214,62,24,12,1,1,2,0,1,3,4,1,4,Yes,Non-Travel,Married,1,3,0,4,Yes
40,Female,Sales,Analyst,High School,3,2069,849,16,18,2,4,0,1,0,1,3,4,3,3,Yes,Travel_Frequently,Single,2,4,0,4,Yes
42,Female,Finance,Manager,High School,1,1714,1193,90,1,3,2,1,0,0,3,4,4,4,3,No,Travel_Rarely,Married,1,5,2,4,No
23,Female,IT,Director,Bachelor,3,3969,1289,68,21,4,14,4,0,12,2,4,2,1,3,No,Non-Travel,Divorced,0,6,0,1,No
19,Male,Sales,Manager,Master,1,1751,741,20,19,0,0,1,0,1,2,1,3,2,3,No,Non-Travel,Divorced,4,6,0,5,No
47,Male,Finance,Director,High School,1,2085,313,54,0,4,18,2,0,0,2,1,4,4,3,No,Travel_Rarely,Married,1,3,1,3,Yes
38,Female,Sales,Manager,Master,4,2719,1458,16,7,16,1,15,2,2,1,1,2,4,3,No,Travel_Frequently,Married,2,3,1,2,Yes
27,Male,Sales,Senior,High School,1,1293,468,87,24,22,7,1,3,5,3,4,4,1,3,Yes,Travel_Rarely,Divorced,0,1,1,9,No
50,Female,R&D,Engineer,PhD,1,3051,148,16,13,7,2,2,0,3,1,1,3,4,4,No,Travel_Frequently,Married,1,6,2,1,No
36,Male,Finance,Senior,PhD,4,2825,1175,88,8,6,0,1,6,1,4,1,3,3,4,Yes,Travel_Frequently,Single,1,6,0,1,No
46,Female,IT,Senior,High School,3,5388,1412,69,1,0,9,1,1,2,4,4,3,2,4,No,Non-Travel,Married,0,1,2,1,No
35,Female,Operations,Specialist,Bachelor,2,1978,1362,86,24,21,1,3,4,3,4,2,3,3,4,Yes,Travel_Frequently,Single,0,5,0,1,No
55,Male,R&D,Specialist,High School,2,1556,232,74,22,0,5,8,2,3,3,4,3,1,3,No,Non-Travel,Divorced,4,3,1,1,No
52,Male,Sales,Manager,High School,2,2472,1098,20,4,28,4,2,2,3,4,2,4,4,3,No,Travel_Rarely,Married,1,5,2,22,No
32,Female,Operations,Director,Bachelor,3,1721,885,33,22,6,3,4,0,6,3,4,3,2,3,No,Travel_Rarely,Divorced,0,2,1,1,No
44,Female,Marketing,Senior,PhD,1,3039,1289,41,24,4,3,0,0,6,1,1,4,1,3,Yes,Non-Travel,Married,0,3,2,5,No
41,Male,Operations,Manager,Master,2,1176,1497,15,7,25,6,0,0,2,1,3,3,3,3,No,Non-Travel,Single,4,4,2,1,Yes
48,Male,Sales,Specialist,High School,3,2202,472,47,15,0,0,2,2,1,3,3,4,4,3,No,Travel_Frequently,Married,4,6,0,4,No
25,Female,Sales,Engineer,Bachelor,1,1873,578,54,21,8,5,0,0,3,1,2,3,4,4,No,Non-Travel,Divorced,2,1,2,20,Yes
41,Male,Finance,Analyst,High School,4,3959,931,46,15,7,11,0,3,5,1,2,4,1,3,No,Travel_Rarely,Single,2,6,3,1,Yes
45,Female,Finance,Manager,Bachelor,2,1987,749,83,12,2,0,2,0,0,3,2,3,3,3,No,Non-Travel,Married,1,3,1,9,Yes
18,Female,R&D,Engineer,Master,1,1251,781,31,19,5,0,0,3,14,4,3,2,4,3,Yes,Non-Travel,Divorced,1,4,0,30,Yes
23,Female,IT,Analyst,Master,2,2694,787,22,14,10,6,0,0,0,3,2,4,3,3,No,Non-Travel,Divorced,1,6,0,4,No
18,Female,R&D,Junior,PhD,2,3497,1423,71,0,12,2,2,0,1,2,4,2,2,3,Yes,Travel_Frequently,Married,5,2,0,1,No
32,Male,HR,Manager,Bachelor,2,2602,181,56,21,0,2,2,0,6,1,4,4,4,3,Yes,Non-Travel,Divorced,0,0,0,5,No
42,Male,Sales,Manager,Bachelor,1,2195,186,23,2,27,0,7,1,0,3,3,4,2,3,No,Travel_Frequently,Single,5,1,1,9,No
50,Male,Operations,Junior,PhD,3,2130,324,49,5,1,3,3,0,1,1,4,4,4,3,No,Travel_Frequently,Married,1,4,0,1,No
35,Male,Marketing,Junior,PhD,1,3154,115,85,21,2,0,1,2,0,4,2,1,1,3,Yes,Non-Travel,Single,1,3,0,3,Yes
51,Male,Sales,Manager,Bachelor,2,1910,921,93,13,3,3,7,0,1,1,3,3,4,3,Yes,Travel_Frequently,Divorced,0,3,1,1,Yes
21,Male,Sales,Junior,PhD,1,2529,1481,67,3,0,7,4,0,0,3,2,2,4,4,No,Non-Travel,Divorced,1,4,1,1,No
18,Male,R&D,Senior,Master,4,4338,262,68,17,1,1,0,3,1,4,4,2,3,3,Yes,Travel_Rarely,Divorced,2,5,1,9,No
34,Female,Marketing,Analyst,High School,3,1555,613,98,14,40,3,0,0,1,4,2,4,3,4,No,Travel_Rarely,Single,2,1,2,2,No
38,Male,Marketing,Analyst,Master,1,2916,449,39,8,3,24,3,5,14,4,3,2,2,3,No,Travel_Frequently,Divorced,0,6,0,2,No
34,Male,Marketing,Analyst,PhD,4,1218,780,81,17,1,5,2,8,15,2,2,2,2,3,No,Travel_Rarely,Married,3,6,0,4,Yes
18,Female,R&D,Senior,Bachelor,3,3340,1498,76,2,1,9,4,0,0,3,4,2,2,3,Yes,Non-Travel,Married,3,2,0,1,Yes
34,Male,Sales,Director,Bachelor,4,1827,1215,69,9,12,2,4,0,3,3,1,2,4,3,Yes,Travel_Frequently,Divorced,3,3,1,1,No
21,Male,R&D,Junior,Master,3,4963,280,60,16,19,7,2,0,0,4,3,1,4,3,No,Non-Travel,Married,1,4,0,3,Yes
41,Female,Finance,Engineer,Bachelor,1,1424,842,38,6,2,0,12,2,0,1,2,4,2,3,No,Travel_Frequently,Single,1,1,2,2,Yes
38,Male,Finance,Junior,PhD,4,3718,1424,60,14,0,0,2,1,0,4,3,2,1,4,Yes,Travel_Frequently,Single,2,4,0,1,No
25,Male,R&D,Manager,Master,2,5489,759,36,0,2,1,0,2,10,2,2,1,1,3,Yes,Travel_Frequently,Divorced,0,6,3,1,Yes
29,Male,Marketing,Specialist,Bachelor,4,1780,1312,25,24,0,2,5,2,8,4,1,1,4,3,Yes,Travel_Frequently,Married,2,1,1,3,No
24,Female,Sales,Analyst,High School,3,1937,1437,62,10,1,9,0,0,0,3,4,4,1,3,No,Travel_Rarely,Married,2,3,1,8,Yes
34,Male,R&D,Junior,High School,1,1859,592,22,16,5,2,4,3,0,4,2,3,1,3,No,Travel_Rarely,Divorced,1,1,2,9,No
44,Male,R&D,Engineer,PhD,3,2338,1022,53,4,2,5,9,2,0,1,2,3,2,3,No,Travel_Rarely,Single,0,4,2,1,Yes
25,Female,R&D,Manager,Bachelor,4,3861,227,49,6,7,6,3,1,2,3,1,3,1,3,No,Travel_Frequently,Divorced,3,4,1,4,No
40,Male,HR,Senior,PhD,4,2244,664,63,18,2,4,2,4,2,1,3,2,1,3,No,Travel_Rarely,Married,2,2,3,9,No
29,Female,Finance,Director,Master,2,1701,1310,60,24,28,2,1,2,0,4,4,4,4,3,No,Travel_Frequently,Married,1,6,1,2,No
27,Female,Operations,Senior,High School,1,1086,649,52,23,23,4,1,0,4,3,2,3,4,3,Yes,Travel_Rarely,Divorced,1,3,2,13,No
33,Male,Marketing,Engineer,Master,1,6640,552,22,14,8,2,1,1,1,2,2,2,4,3,Yes,Travel_Frequently,Single,1,4,0,11,Yes
24,Female,IT,Manager,Bachelor,4,6906,570,68,2,4,0,3,1,7,3,4,4,1,3,Yes,Travel_Rarely,Single,0,2,2,1,No
29,Female,Operations,Analyst,PhD,1,3944,1087,51,14,4,24,4,0,3,1,1,2,2,3,No,Travel_Rarely,Divorced,3,5,0,1,Yes
23,Male,Marketing,Junior,PhD,2,1987,837,54,4,5,0,3,6,1,3,3,3,3,3,No,Travel_Rarely,Married,3,3,0,1,No
54,Female,IT,Manager,PhD,3,4332,323,48,22,13,0,0,0,4,2,4,3,4,3,No,Travel_Frequently,Single,2,4,1,1,No
35,Female,HR,Director,Master,1,4790,253,93,11,6,10,2,2,5,2,3,1,4,3,Yes,Travel_Frequently,Divorced,2,3,0,11,Yes
28,Male,R&D,Senior,High School,4,2625,659,31,19,19,1,4,1,1,2,1,1,4,3,Yes,Travel_Rarely,Married,1,3,0,13,No
37,Male,HR,Director,Master,3,3043,450,47,4,28,5,1,0,1,2,1,4,2,3,Yes,Travel_Frequently,Single,6,6,0,1,No
33,Male,HR,Director,Master,3,5518,1270,61,2,4,1,2,5,8,1,4,2,3,3,No,Non-Travel,Single,1,1,1,4,No
32,Female,Operations,Engineer,Bachelor,2,1312,448,66,8,8,2,4,3,0,3,2,2,3,3,Yes,Travel_Rarely,Divorced,3,4,2,4,No
41,Male,Sales,Engineer,Bachelor,4,4910,281,94,8,0,1,3,1,0,4,1,3,4,3,Yes,Travel_Rarely,Married,1,1,1,2,No
42,Female,Operations,Junior,Bachelor,1,2554,736,23,6,2,2,1,0,1,2,1,3,1,3,No,Non-Travel,Single,2,1,2,4,No
29,Female,Finance,Engineer,High School,4,1709,1117,47,1,5,2,6,0,4,4,4,4,4,3,Yes,Travel_Frequently,Divorced,1,4,1,14,No
29,Female,IT,Engineer,High School,3,1780,278,74,22,2,6,0,0,4,4,4,1,4,3,No,Travel_Frequently,Single,0,3,0,1,No
32,Female,R&D,Manager,Bachelor,4,1934,1162,91,22,20,3,16,0,7,3,4,3,1,3,Yes,Travel_Frequently,Married,2,1,0,1,No
18,Female,Operations,Analyst,Bachelor,1,1627,871,35,20,1,14,0,1,2,4,1,2,1,3,No,Travel_Rarely,Single,1,2,1,1,Yes
19,Female,IT,Junior,High School,1,7227,993,72,15,6,0,0,6,0,4,3,3,4,3,No,Travel_Rarely,Married,2,2,0,2,Yes
48,Female,Marketing,Manager,PhD,2,3810,1126,99,8,9,3,6,1,2,1,1,1,2,3,No,Travel_Rarely,Single,1,2,0,2,Yes
51,Male,IT,Analyst,High School,1,5075,1115,83,12,11,4,0,4,4,4,4,2,2,3,No,Travel_Rarely,Single,3,3,1,2,No
32,Male,Marketing,Director,High School,1,3948,163,24,18,4,12,3,2,0,3,2,1,1,3,No,Travel_Rarely,Divorced,1,4,1,3,Yes
40,Female,Operations,Manager,High School,4,3073,128,20,19,20,0,4,1,0,4,2,4,4,3,No,Travel_Frequently,Single,2,6,0,7,Yes
38,Female,Finance,Specialist,Bachelor,4,3094,471,27,16,8,4,5,3,0,3,4,4,2,3,No,Non-Travel,Married,3,2,2,2,No
65,Male,Operations,Manager,PhD,3,2443,196,79,5,5,9,14,1,2,2,2,1,4,3,No,Travel_Frequently,Divorced,6,6,2,2,No
46,Female,Marketing,Engineer,High School,2,2545,1326,34,3,0,1,1,4,6,4,1,2,4,3,No,Travel_Frequently,Married,4,0,2,8,No
33,Male,IT,Analyst,Bachelor,4,1474,1092,71,0,6,10,3,0,3,4,3,1,4,3,No,Travel_Rarely,Married,2,3,3,9,No
25,Male,IT,Junior,Master,1,5120,120,60,17,17,0,0,0,12,4,1,3,2,3,Yes,Non-Travel,Divorced,2,6,0,1,No
18,Male,Marketing,Junior,Master,3,1203,834,22,18,9,6,1,3,0,2,4,3,3,3,No,Non-Travel,Married,0,2,1,1,Yes
37,Female,HR,Analyst,High School,4,1755,1225,24,8,17,13,5,1,6,1,1,1,4,3,No,Travel_Frequently,Single,2,1,2,8,Yes
27,Female,Finance,Engineer,Master,2,8151,1169,87,12,6,5,1,4,5,4,2,3,2,4,No,Non-Travel,Divorced,4,2,1,1,No
20,Male,Sales,Senior,PhD,2,3190,165,81,7,1,2,2,5,1,3,1,1,3,3,Yes,Travel_Frequently,Single,1,6,2,1,No
28,Male,R&D,Manager,Master,3,3257,702,25,22,0,0,2,0,10,1,3,3,1,3,No,Travel_Frequently,Single,2,3,1,2,Yes
24,Male,IT,Engineer,Master,3,4099,1287,26,12,3,12,3,1,1,1,2,1,2,3,Yes,Travel_Frequently,Married,1,2,1,1,Yes
51,Male,R&D,Specialist,PhD,3,1379,1234,24,14,11,3,10,0,6,1,3,3,3,3,No,Travel_Frequently,Married,3,6,0,1,Yes
43,Male,Sales,Director,High School,3,1484,437,39,10,15,0,0,1,6,4,3,2,2,3,Yes,Travel_Rarely,Single,4,3,3,2,No
34,Female,Operations,Analyst,High School,3,2386,222,63,11,3,5,2,3,4,2,3,2,3,3,No,Non-Travel,Divorced,1,1,2,7,Yes
49,Male,R&D,Manager,PhD,1,1897,546,63,13,6,3,5,0,2,2,1,3,3,3,Yes,Travel_Rarely,Single,1,3,2,9,No
35,Female,Sales,Junior,PhD,1,2871,710,25,3,5,0,1,1,0,4,1,1,2,4,Yes,Travel_Rarely,Single,2,4,1,19,No
26,Male,Marketing,Director,PhD,4,3800,1414,76,0,5,1,0,2,2,3,1,3,1,3,No,Travel_Rarely,Married,3,5,0,1,No
50,Female,HR,Senior,Master,2,5970,770,50,23,2,0,2,0,1,3,1,4,4,3,No,Travel_Frequently,Married,1,5,0,1,No
40,Female,IT,Specialist,PhD,1,4471,714,53,3,1,4,1,3,4,3,2,4,3,3,Yes,Travel_Frequently,Single,3,1,2,7,No
24,Female,Sales,Junior,Bachelor,1,1813,996,67,18,2,4,0,1,4,4,1,1,4,3,No,Travel_Rarely,Single,5,2,0,3,No
33,Female,R&D,Analyst,Master,1,2471,380,92,8,0,3,5,5,7,2,2,3,1,3,Yes,Travel_Rarely,Married,4,6,0,1,Yes
26,Female,IT,Manager,High School,4,2157,1166,70,9,2,8,2,0,0,4,3,3,4,3,No,Non-Travel,Single,1,3,1,1,No
21,Female,HR,Analyst,High School,3,1793,695,15,3,0,9,8,0,4,2,2,2,4,3,No,Travel_Rarely,Married,2,3,1,1,Yes
44,Male,Marketing,Director,High School,4,1600,802,70,19,9,4,4,1,8,1,4,1,2,3,Yes,Travel_Frequently,Single,1,2,1,2,Yes
54,Female,Operations,Manager,Master,2,6851,1174,18,8,3,0,3,0,4,4,1,4,2,3,No,Travel_Rarely,Divorced,2,2,1,1,No
21,Male,IT,Engineer,Bachelor,2,2996,309,44,12,36,5,0,6,0,2,4,4,1,3,Yes,Non-Travel,Divorced,1,2,1,16,Yes
40,Female,Operations,Senior,PhD,2,2664,225,26,11,2,2,1,0,0,1,2,1,2,3,No,Non-Travel,Single,1,4,2,1,No
28,Female,Sales,Engineer,PhD,2,3797,591,49,10,4,4,0,2,0,1,1,4,3,3,No,Travel_Rarely,Married,5,6,0,21,No
30,Male,HR,Engineer,High School,1,3892,1059,91,11,4,5,7,1,2,4,4,1,1,3,No,Non-Travel,Single,1,6,0,9,No
29,Female,R&D,Analyst,High School,1,5215,1069,66,17,0,2,0,0,2,2,1,4,2,3,No,Non-Travel,Single,3,3,1,2,No
26,Male,HR,Director,Master,4,2055,680,45,11,18,12,1,0,13,1,2,4,2,3,No,Travel_Frequently,Married,3,3,3,6,No
35,Male,HR,Senior,Bachelor,3,3645,876,82,15,0,0,2,1,1,4,4,1,1,3,Yes,Non-Travel,Single,4,2,0,5,No
26,Male,Finance,Manager,PhD,2,1890,357,66,4,28,5,0,1,1,1,2,1,3,3,No,Non-Travel,Married,7,2,0,1,No
37,Male,HR,Manager,Master,4,2710,1311,94,19,22,0,0,0,2,3,4,4,1,3,No,Travel_Rarely,Single,2,6,1,2,No
34,Female,HR,Specialist,PhD,1,3066,329,21,24,7,12,2,4,5,4,3,4,2,3,No,Travel_Frequently,Married,4,1,1,3,No
32,Female,IT,Junior,High School,1,3220,288,36,11,7,0,0,0,8,1,3,2,2,3,No,Non-Travel,Single,2,4,3,5,No
25,Male,R&D,Specialist,PhD,3,3150,109,89,20,10,0,0,1,4,4,3,3,1,3,Yes,Travel_Rarely,Divorced,2,6,2,3,No
29,Female,IT,Specialist,Bachelor,3,4451,1237,70,24,4,2,1,1,1,4,3,1,3,4,Yes,Travel_Rarely,Married,2,2,1,3,No
42,Female,IT,Manager,Bachelor,3,2211,1199,72,10,10,2,3,0,3,2,3,1,3,3,Yes,Travel_Rarely,Divorced,1,3,1,2,Yes
40,Male,Sales,Analyst,High School,4,3264,775,78,8,0,1,2,5,5,2,2,3,4,3,Yes,Travel_Rarely,Married,1,1,0,3,Yes
25,Female,IT,Engineer,Bachelor,1,2039,601,26,17,0,4,1,0,2,1,3,2,3,3,Yes,Travel_Rarely,Married,6,5,1,2,Yes
35,Male,Finance,Director,Bachelor,1,12840,184,21,24,6,2,2,0,0,4,2,4,1,3,No,Travel_Rarely,Married,2,1,2,3,No
42,Male,Finance,Engineer,Master,3,1888,148,69,2,7,0,1,0,0,4,3,4,3,3,No,Non-Travel,Married,1,3,0,10,No
18,Female,Operations,Engineer,PhD,2,2099,937,76,19,21,1,8,1,0,3,1,2,3,3,Yes,Travel_Frequently,Single,1,3,0,5,No
40,Female,Sales,Senior,High School,3,4634,1107,87,16,1,8,0,1,3,4,3,2,4,3,No,Travel_Frequently,Single,6,4,3,6,No
28,Female,Operations,Manager,High School,4,2404,788,91,13,17,5,3,2,0,2,1,3,3,4,Yes,Travel_Rarely,Married,4,2,1,4,Yes
40,Male,Operations,Director,High School,3,4635,486,69,0,2,6,6,0,0,4,2,3,4,3,No,Travel_Rarely,Single,2,2,1,5,No
27,Male,Marketing,Analyst,High School,3,3217,1069,50,16,5,5,4,0,1,2,3,4,4,3,No,Travel_Frequently,Married,1,4,0,4,No
18,Female,R&D,Senior,High School,4,2436,1105,38,24,3,1,0,3,2,3,4,2,3,4,No,Non-Travel,Married,2,0,1,1,Yes
18,Female,R&D,Junior,Bachelor,3,2045,317,58,7,5,0,1,0,1,1,2,2,2,4,No,Travel_Rarely,Divorced,0,3,2,30,No
35,Female,IT,Analyst,Master,1,2009,1104,31,4,1,1,3,3,3,2,3,4,1,3,Yes,Travel_Frequently,Married,0,3,0,1,Yes
37,Female,IT,Specialist,High School,2,2449,1469,16,4,7,8,0,0,0,1,2,4,1,3,No,Travel_Frequently,Married,5,6,1,2,No
25,Male,Marketing,Analyst,Master,3,2732,1353,27,8,16,19,5,3,0,1,4,4,3,3,No,Travel_Rarely,Single,0,3,0,1,Yes
41,Female,IT,Analyst,Master,4,1966,354,45,2,5,3,3,0,2,1,3,4,1,3,No,Travel_Frequently,Married,0,2,1,1,No
18,Male,R&D,Engineer,Bachelor,2,2822,335,42,18,6,0,3,1,1,1,4,4,1,3,Yes,Non-Travel,Married,4,2,3,7,Yes
34,Male,Operations,Analyst,High School,4,1724,1149,74,22,18,0,0,0,1,2,3,3,4,3,No,Travel_Frequently,Divorced,1,1,1,2,No
22,Female,HR,Specialist,Bachelor,2,4350,1384,41,8,12,1,3,0,0,3,1,4,2,3,No,Travel_Rarely,Single,2,1,3,8,No
28,Female,Finance,Specialist,High School,2,4787,370,29,21,6,4,3,0,6,4,2,2,1,3,No,Travel_Rarely,Single,3,3,3,1,No
35,Female,HR,Manager,Bachelor,3,2096,222,93,17,2,0,5,0,3,2,4,1,2,3,Yes,Travel_Frequently,Divorced,3,2,3,1,No
26,Male,HR,Analyst,Master,1,2038,755,47,15,21,14,0,0,0,3,2,3,1,3,Yes,Travel_Frequently,Married,2,3,2,1,No
31,Female,R&D,Engineer,High School,3,3258,1380,34,0,8,2,0,1,0,4,4,2,2,3,No,Travel_Rarely,Divorced,5,6,0,4,No
45,Female,HR,Analyst,PhD,4,5612,358,56,1,2,12,1,1,11,1,2,1,2,3,Yes,Non-Travel,Single,3,2,3,8,Yes
29,Male,Marketing,Junior,Master,4,6268,1047,26,13,3,7,0,3,3,4,2,3,1,3,Yes,Travel_Frequently,Divorced,0,3,0,3,Yes
43,Female,Sales,Junior,PhD,2,1478,146,87,13,16,7,2,2,1,4,2,4,4,3,Yes,Non-Travel,Single,5,2,0,2,No
23,Male,IT,Engineer,Master,2,4930,962,37,0,0,4,7,1,3,3,1,3,2,3,Yes,Non-Travel,Divorced,2,3,0,18,No
40,Female,Sales,Manager,Bachelor,1,2890,624,86,24,40,4,1,1,4,4,3,4,2,3,Yes,Travel_Rarely,Married,3,1,0,1,No
49,Male,Operations,Manager,High School,3,2918,987,28,15,1,5,5,1,4,1,1,4,1,3,No,Travel_Rarely,Married,1,1,1,3,Yes
18,Female,Finance,Specialist,Master,4,3836,307,39,14,15,4,0,1,1,2,2,4,2,3,Yes,Travel_Rarely,Single,2,1,1,2,No
27,Female,IT,Specialist,Bachelor,2,2343,1434,91,14,5,4,0,3,1,2,4,1,2,3,Yes,Non-Travel,Divorced,0,1,0,1,Yes
40,Male,HR,Senior,High School,1,5158,846,99,11,6,21,0,0,0,3,2,3,4,3,Yes,Travel_Rarely,Single,2,3,1,1,Yes
32,Male,Finance,Engineer,High School,4,6075,248,45,15,21,6,1,0,7,1,3,4,2,3,No,Travel_Rarely,Married,1,6,1,1,No
38,Female,IT,Analyst,Master,2,6189,537,68,13,5,7,7,2,2,1,1,2,4,3,No,Non-Travel,Single,2,5,2,10,Yes
28,Male,Marketing,Director,High School,4,1185,254,19,23,7,10,0,0,0,4,3,3,2,3,No,Non-Travel,Married,3,3,0,4,No
35,Male,Marketing,Engineer,Master,1,2657,1213,27,14,0,1,2,4,7,3,4,2,2,3,Yes,Non-Travel,Single,2,3,0,8,No
33,Male,Marketing,Senior,High School,1,1132,457,42,22,0,0,1,3,7,1,3,1,4,3,No,Non-Travel,Divorced,2,4,0,3,No
46,Male,Marketing,Specialist,PhD,4,2033,1297,57,14,2,3,8,0,13,1,1,1,4,3,No,Travel_Frequently,Married,1,2,0,4,Yes
37,Female,HR,Engineer,Bachelor,3,898,1340,61,18,11,3,0,0,6,1,4,3,3,3,Yes,Travel_Rarely,Single,2,3,1,6,Yes
38,Female,Sales,Engineer,PhD,4,3733,555,85,7,1,8,0,1,17,2,3,1,2,3,No,Travel_Frequently,Married,2,5,1,11,No
